saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
112.18.110.241,/device/inform/data,1.0,2.0,2.0,2.05 Content,40206.0,0a1c,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.176.195.179,/device/inform/data,1.0,2.0,2.0,2.05 Content,40207.0,0a1d,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
112.18.110.233,/device/inform/data,1.0,2.0,2.0,2.05 Content,40208.0,0a1e,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
101.206.194.67,/device/inform/data,1.0,2.0,2.0,2.05 Content,52607.0,7a3a,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.172.227.199,/device/inform/data,1.0,2.0,2.0,2.05 Content,40211.0,0a21,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
111.22.97.250,/device/inform/data,1.0,2.0,2.0,2.05 Content,52612.0,7a3f,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
116.149.191.105,/device/inform/data,1.0,2.0,2.0,2.05 Content,52614.0,7a41,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
120.211.44.11,/device/inform/data,1.0,2.0,2.0,2.05 Content,48046.0,d00d,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.173.191.254,/device/inform/data,1.0,2.0,2.0,2.05 Content,52616.0,7a43,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
112.18.119.71,/device/inform/data,1.0,2.0,2.0,2.05 Content,40219.0,0a29,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.139.247.16,/device/inform/data,1.0,2.0,2.0,2.05 Content,40220.0,0a2a,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
112.19.63.78,/device/inform/data,1.0,2.0,2.0,2.05 Content,52620.0,7a47,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.253.171.37,/device/inform/data,1.0,2.0,2.0,2.05 Content,52621.0,7a48,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.173.69.107,/device/inform/data,1.0,2.0,2.0,2.05 Content,40224.0,0a2e,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
112.18.111.51,/device/inform/data,1.0,2.0,2.0,2.05 Content,40225.0,0a2f,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
