saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
193.106.40.183,/register,1,ACK,2,4.05 Method Not Allowed,34665,e3f7,,,0
193.106.40.183,/ndm/dis,1,ACK,2,4.00 Bad Request,20967,4794,,,0
193.106.40.183,/ndm/ci,1,ACK,2,4.00 Bad Request,36929,72ea,,0x1,3
193.106.40.183,/mirror,1,ACK,2,4.05 Method Not Allowed,29192,a68a,,,0
193.106.40.183,/uhp,1,ACK,2,4.05 Method Not Allowed,13831,036b,,,0
193.106.40.183,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,44402,28a3,,,0
193.106.40.183,/ndm/login,1,ACK,2,4.05 Method Not Allowed,50586,7760,,,0
193.106.40.183,/info,1,ACK,2,2.05 Content,19879,d0b9,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""53c9627c-88fc-11e6-8115-d9a73ebbc62f"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130
79.164.27.13,/ndm/dis,1,ACK,2,4.00 Bad Request,45434,08e3,,,0
79.164.27.13,/ndm/ci,1,ACK,2,4.00 Bad Request,49465,de61,,,0
79.164.27.13,/uhp,1,ACK,2,4.05 Method Not Allowed,56017,2e24,,,0
79.164.27.13,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,48823,1c28,,,0
79.164.27.13,/ndm/login,1,ACK,2,4.05 Method Not Allowed,6787,0927,,,0
79.164.27.13,/info,1,ACK,2,2.05 Content,10206,bda0,{'CONTENT_FORMAT': 'TEXT'},"{""cloud"":true,""dpn"":true,""eula"":true,""password"":true,""cid"":""74e5c8ee-6e3e-11ef-92a8-c31ab19583ef"",""vendor"":""Keenetic"",""name"":""Keenetic Speedster"",""type"":""extender"",""version"":""4.03.C.6.0-5"",""http_port"":80}",204
188.143.162.24,/register,1,ACK,2,4.05 Method Not Allowed,46820,eef4,,,0
188.143.162.24,/ndm/dis,1,ACK,2,4.00 Bad Request,26693,0230,,,0
188.143.162.24,/ndm/ci,1,ACK,2,4.00 Bad Request,44547,8eca,,0x1,3
188.143.162.24,/mirror,1,ACK,2,4.05 Method Not Allowed,21072,c9d9,,,0
188.143.162.24,/uhp,1,ACK,2,4.05 Method Not Allowed,24430,038b,,,0
188.143.162.24,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,41618,12ae,,,0
188.143.162.24,/ndm/login,1,ACK,2,4.05 Method Not Allowed,63046,c000,,,0
188.143.162.24,/info,1,ACK,2,2.05 Content,20317,9266,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""5e6f9844-67fb-11e6-8115-63b3ad63b7ac"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130
37.1.83.143,/register,1,ACK,2,4.05 Method Not Allowed,30375,cc94,,,0
37.1.83.143,/ndm/dis,1,ACK,2,4.00 Bad Request,31719,6193,,,0
37.1.83.143,/ndm/ci,1,ACK,2,4.00 Bad Request,15569,f09b,,0x1,3
37.1.83.143,/mirror,1,ACK,2,4.05 Method Not Allowed,12196,db24,,,0
37.1.83.143,/uhp,1,ACK,2,4.05 Method Not Allowed,23218,2321,,,0
37.1.83.143,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,37875,c385,,,0
37.1.83.143,/ndm/login,1,ACK,2,4.05 Method Not Allowed,37359,b2c4,,,0
37.1.83.143,/info,1,ACK,2,2.05 Content,61254,8632,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""5b04d360-7b03-11e7-8115-67b566d5baae"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic 4G III"",""version"":""0.3.5-1""}",128
77.243.11.74,/register,1,ACK,2,4.05 Method Not Allowed,41412,4b34,,,0
77.243.11.74,/ndm/dis,1,ACK,2,4.00 Bad Request,57075,6dd2,,,0
77.243.11.74,/ndm/ci,1,ACK,2,4.00 Bad Request,49984,40af,,0x1,3
77.243.11.74,/mirror,1,ACK,2,4.05 Method Not Allowed,63160,4b20,,,0
77.243.11.74,/uhp,1,ACK,2,4.05 Method Not Allowed,3034,8960,,,0
77.243.11.74,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,44879,f977,,,0
77.243.11.74,/ndm/login,1,ACK,2,4.05 Method Not Allowed,64963,1253,,,0
77.243.11.74,/info,1,ACK,2,2.05 Content,429,8a11,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""c3d56c70-ba7d-11e6-8115-4906f14ba617"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130
188.64.116.182,/register,1,ACK,2,4.05 Method Not Allowed,65099,d471,,,0
188.64.116.182,/ndm/dis,1,ACK,2,4.00 Bad Request,54204,0d64,,,0
188.64.116.182,/ndm/ci,1,ACK,2,4.00 Bad Request,62342,a51f,,0x1,3
188.64.116.182,/mirror,1,ACK,2,4.05 Method Not Allowed,6874,2b62,,,0
188.64.116.182,/uhp,1,ACK,2,4.05 Method Not Allowed,52158,c146,,,0
188.64.116.182,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,22264,bd24,,,0
188.64.116.182,/ndm/login,1,ACK,2,4.05 Method Not Allowed,20118,5f4f,,,0
188.64.116.182,/info,1,ACK,2,2.05 Content,22457,4112,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""91fde95a-4c7a-11e6-8115-a100bf2508ae"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130
80.72.125.216,/register,1,ACK,2,4.05 Method Not Allowed,2966,03fd,,,0
80.72.125.216,/ndm/dis,1,ACK,2,4.00 Bad Request,3433,e777,,,0
80.72.125.216,/ndm/ci,1,ACK,2,4.00 Bad Request,40639,a83e,,0x1,3
80.72.125.216,/mirror,1,ACK,2,4.05 Method Not Allowed,57699,ddb5,,,0
80.72.125.216,/uhp,1,ACK,2,4.05 Method Not Allowed,34542,58bc,,,0
80.72.125.216,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,29546,54af,,,0
80.72.125.216,/ndm/login,1,ACK,2,4.05 Method Not Allowed,54414,d19e,,,0
80.72.125.216,/info,1,ACK,2,2.05 Content,26692,f58d,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""26264458-381f-11eb-8f23-ad7beddbd766"",""http_port"":80,""type"":""router"",""name"":""Keenetic Omni"",""version"":""0.3.5-1""}",120
