saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
80.72.125.216,/register,1,ACK,2,4.05 Method Not Allowed,32544,13de,,,0
80.72.125.216,/ndm/dis,1,ACK,2,4.00 Bad Request,13041,50aa,,,0
80.72.125.216,/ndm/ci,1,ACK,2,4.00 Bad Request,56550,34e8,,0x1,3
80.72.125.216,/mirror,1,ACK,2,4.05 Method Not Allowed,63509,e51f,,,0
80.72.125.216,/uhp,1,ACK,2,4.05 Method Not Allowed,6063,57ff,,,0
80.72.125.216,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,31338,1b37,,,0
80.72.125.216,/ndm/login,1,ACK,2,4.05 Method Not Allowed,64257,aa7b,,,0
80.72.125.216,/info,1,ACK,2,2.05 Content,42312,c598,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""26264458-381f-11eb-8f23-ad7beddbd766"",""http_port"":80,""type"":""router"",""name"":""Keenetic Omni"",""version"":""0.3.5-1""}",120
188.143.162.24,/register,1,ACK,2,4.05 Method Not Allowed,19707,4067,,,0
188.143.162.24,/ndm/dis,1,ACK,2,4.00 Bad Request,51044,947c,,,0
188.143.162.24,/ndm/ci,1,ACK,2,4.00 Bad Request,20939,b6c9,,0x1,3
188.143.162.24,/mirror,1,ACK,2,4.05 Method Not Allowed,10410,3228,,,0
188.143.162.24,/uhp,1,ACK,2,4.05 Method Not Allowed,46154,da33,,,0
188.143.162.24,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,26872,8781,,,0
188.143.162.24,/ndm/login,1,ACK,2,4.05 Method Not Allowed,906,07e9,,,0
188.143.162.24,/info,1,ACK,2,2.05 Content,59195,f718,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""5e6f9844-67fb-11e6-8115-63b3ad63b7ac"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130
193.106.40.183,/register,1,ACK,2,4.05 Method Not Allowed,11675,f41a,,,0
193.106.40.183,/ndm/dis,1,ACK,2,4.00 Bad Request,8462,ac58,,,0
193.106.40.183,/ndm/ci,1,ACK,2,4.00 Bad Request,48183,d4f9,,0x1,3
