saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
31.148.121.153,/register,1,ACK,2,4.05 Method Not Allowed,10090,36c2,,,0
31.148.121.153,/ndm/dis,1,ACK,2,4.00 Bad Request,38776,5c97,,,0
31.148.121.153,/ndm/ci,1,ACK,2,4.00 Bad Request,4424,8a6b,,0x1,3
31.148.121.153,/mirror,1,ACK,2,4.05 Method Not Allowed,18477,d15f,,,0
31.148.121.153,/uhp,1,ACK,2,4.05 Method Not Allowed,54242,dbb4,,,0
31.148.121.153,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,56465,81dc,,,0
31.148.121.153,/ndm/login,1,ACK,2,4.05 Method Not Allowed,53624,b794,,,0
31.148.121.153,/info,1,ACK,2,2.05 Content,15396,6084,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""f9102a1a-1578-11e6-8115-b1a145fabfd4"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic 4G III"",""version"":""0.3.5-1""}",128
188.143.162.24,/register,1,ACK,2,4.05 Method Not Allowed,36093,7336,,,0
188.143.162.24,/ndm/dis,1,ACK,2,4.00 Bad Request,2377,0eb1,,,0
188.143.162.24,/ndm/ci,1,ACK,2,4.00 Bad Request,40682,f7a2,,0x1,3
188.143.162.24,/mirror,1,ACK,2,4.05 Method Not Allowed,5259,f44f,,,0
188.143.162.24,/uhp,1,ACK,2,4.05 Method Not Allowed,44989,022c,,,0
188.143.162.24,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,15702,8702,,,0
188.143.162.24,/ndm/login,1,ACK,2,4.05 Method Not Allowed,33307,a4b3,,,0
188.143.162.24,/info,1,ACK,2,2.05 Content,59399,a90c,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""5e6f9844-67fb-11e6-8115-63b3ad63b7ac"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130
37.1.83.143,/register,1,ACK,2,4.05 Method Not Allowed,17811,b960,,,0
37.1.83.143,/ndm/dis,1,ACK,2,4.00 Bad Request,15046,719a,,,0
37.1.83.143,/ndm/ci,1,ACK,2,4.00 Bad Request,44756,46be,,0x1,3
37.1.83.143,/mirror,1,ACK,2,4.05 Method Not Allowed,22830,f300,,,0
37.1.83.143,/uhp,1,ACK,2,4.05 Method Not Allowed,17639,7238,,,0
