saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
31.148.121.153,/register,1,ACK,2,4.05 Method Not Allowed,37011,4ddc,,,0
31.148.121.153,/ndm/dis,1,ACK,2,4.00 Bad Request,22838,d182,,,0
31.148.121.153,/ndm/ci,1,ACK,2,4.00 Bad Request,50114,dedd,,0x1,3
31.148.121.153,/mirror,1,ACK,2,4.05 Method Not Allowed,43419,152d,,,0
31.148.121.153,/uhp,1,ACK,2,4.05 Method Not Allowed,29565,8dbe,,,0
31.148.121.153,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,50910,f27a,,,0
31.148.121.153,/ndm/login,1,ACK,2,4.05 Method Not Allowed,23036,c0f5,,,0
31.148.121.153,/info,1,ACK,2,2.05 Content,14656,b20a,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""f9102a1a-1578-11e6-8115-b1a145fabfd4"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic 4G III"",""version"":""0.3.5-1""}",128
188.143.162.24,/register,1,ACK,2,4.05 Method Not Allowed,10349,f0f4,,,0
188.143.162.24,/ndm/dis,1,ACK,2,4.00 Bad Request,44433,6c6c,,,0
188.143.162.24,/ndm/ci,1,ACK,2,4.00 Bad Request,48166,67b1,,0x1,3
188.143.162.24,/mirror,1,ACK,2,4.05 Method Not Allowed,39071,c96b,,,0
188.143.162.24,/uhp,1,ACK,2,4.05 Method Not Allowed,49972,242c,,,0
188.143.162.24,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,18153,f4ca,,,0
188.143.162.24,/ndm/login,1,ACK,2,4.05 Method Not Allowed,9405,1920,,,0
188.143.162.24,/info,1,ACK,2,2.05 Content,57999,809c,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""5e6f9844-67fb-11e6-8115-63b3ad63b7ac"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130
80.72.125.216,/register,1,ACK,2,4.05 Method Not Allowed,38433,c1c0,,,0
80.72.125.216,/ndm/dis,1,ACK,2,4.00 Bad Request,45243,ff8d,,,0
80.72.125.216,/ndm/ci,1,ACK,2,4.00 Bad Request,16511,c461,,0x1,3
80.72.125.216,/mirror,1,ACK,2,4.05 Method Not Allowed,48239,b994,,,0
80.72.125.216,/uhp,1,ACK,2,4.05 Method Not Allowed,7671,d6b4,,,0
80.72.125.216,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,16105,4556,,,0
