saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
195.201.229.48,/efento/t,1.0,2.0,2.0,2.05 Content,60574.0,95b0,"{""OBSERVE"": ""0""}",b'h\xf7\x9e\x8e',4.0,1.0,False
203.158.192.168,/efento/t,1.0,2.0,2.0,2.05 Content,60758.0,9668,"{""OBSERVE"": ""0""}",b'h\xf7\x9e\x19',4.0,1.0,False
223.72.35.50,/device/inform/data,1.0,2.0,2.0,2.05 Content,19214.0,3920,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.108.137.14,/device/inform/data,1.0,2.0,2.0,2.05 Content,11794.0,9d52,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.72.32.14,/device/inform/data,1.0,2.0,2.0,2.05 Content,19216.0,3922,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
206.221.80.2,/device/inform/data,1.0,2.0,2.0,2.05 Content,31885.0,a8b3,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.108.174.186,/device/inform/data,1.0,2.0,2.0,2.05 Content,19221.0,3927,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
211.136.223.52,/device/inform/data,1.0,2.0,2.0,2.05 Content,19222.0,3928,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
218.207.141.68,/device/inform/data,1.0,2.0,2.0,2.05 Content,19223.0,3929,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.86.110.194,/device/inform/data,1.0,2.0,2.0,2.05 Content,19226.0,392c,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.82.93.244,/device/inform/data,1.0,2.0,2.0,2.05 Content,31893.0,a8bb,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.86.110.247,/device/inform/data,1.0,2.0,2.0,2.05 Content,19228.0,392e,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
221.182.87.112,/device/inform/data,1.0,2.0,2.0,2.05 Content,19229.0,392f,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
221.182.87.217,/device/inform/data,1.0,2.0,2.0,2.05 Content,19230.0,3930,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
220.200.245.129,/device/inform/data,1.0,2.0,2.0,2.05 Content,31898.0,a8c0,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.87.162.37,/device/inform/data,1.0,2.0,2.0,2.05 Content,19233.0,3933,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
