saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
120.236.12.210,/device/inform/data,1.0,2.0,2.0,2.05 Content,11751.0,f804,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
120.234.43.42,/device/inform/data,1.0,2.0,2.0,2.05 Content,2559.0,ba8a,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
112.45.134.201,/device/inform/data,1.0,2.0,2.0,2.05 Content,16404.0,9808,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
120.211.93.166,/device/inform/data,1.0,2.0,2.0,2.05 Content,16405.0,9809,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
122.70.35.118,/device/inform/data,1.0,2.0,2.0,2.05 Content,16406.0,980a,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.156.237.120,/device/inform/data,1.0,2.0,2.0,2.05 Content,16407.0,980b,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.195.254.183,/device/inform/data,1.0,2.0,2.0,2.05 Content,2567.0,ba92,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.242.170.27,/device/inform/data,1.0,2.0,2.0,2.05 Content,2568.0,ba93,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.245.161.162,/device/inform/data,1.0,2.0,2.0,2.05 Content,2569.0,ba94,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
111.38.123.142,/device/inform/data,1.0,2.0,2.0,2.05 Content,2570.0,ba95,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.174.243.250,/device/inform/data,1.0,2.0,2.0,2.05 Content,2571.0,ba96,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
117.178.222.87,/device/inform/data,1.0,2.0,2.0,2.05 Content,16415.0,9813,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
